node1,node2,label
"MEEGAN, C","WILLNER, SP",0
"LEIBOWITZ, EM","GRAUER, AD",1
"MATTOX, JR","CHENG, LX",0
"NOMOTO, K","VALENTINI, G",0
"BEGAM, MC","LABANTI, C",0
"FRUCHTER, A","PAULINYTOTH, IIK",0
"GULL, T","HESSMAN, FV",0
"STEHLE, R","SMITH, RC",1
"BRUYN, AGD","ROCCAVOLMERANGE, B",0
"GOLDHABER, G","BEZECOURT, J",0
"KOTER, AD","BOUWMAN, J",1
"MARANG, F","MASTERSON, C",0
"PIZZELLA, A","PETRY, C",0
"EVANS, D","FLEYSHER, R",1
"BOYLE, BJ","MADAU, P",0
"RIESS, AG","GOLDADER, J",0
"CIMATTI, A","ROETTGERING, HJA",0
"GREINER, J","PRIMINI, F",0
"TERNDRUP, DM","ALI, B",0
"BECKER, A","CASERTANO, S",0
"PHLIPS, BF","DIXON, DD",0
"VOGES, W","GRUPPIONI, C",0
"ROCHE, N","NELSON, C",0
"REISS, D","BASU, A",0
"COOK, KH","SUGIYAMA, T",0
"DISNEY, MJ","BANKS, G",1
"FILIPPENKO, AV","KOLLATSCHNY, W",1
"LEWIN, W","ASAI, K",0
"LOVELL, JEJ","MURPHY, DW",1
"DUNNE, L","ARCHIBALD, EN",0
"SCOVILLE, NZ","HUETTEMEISTER, S",1
"ANDREANI, P","EFSTATHIOU, GP",0
"KRAMER, M","MCKAY, N",1
"CHIKAWA, M","MATSUI, N",0
"BUONANNO, R","BUDINI, G",0
"MAZETS, E","SAKURAZAWA, K",0
"MCKAY, T","OSTENSEN, R",0
"BEDINI, L","FARUSI, A",1
"GOOBAR, A","EICHELBERGER, AC",0
"BLANDFORD, R","MCMAHON, RG",0
"COHEN, JG","ZIRM, A",0
"KOUVELIOTOU, C","HARRIS, F",1
"MAZA, J","AVILES, R",1
"PARADIJS, JV","PALUMBO, GGC",0
"BARRET, D","WILLNER, SP",0
"AUDOUZE, J","AUBOURG, E",0
"SMITH, AM","FERRARESE, L",0
"ZAND, JIT","SCHMIDT, BP",0
"SILLANPAA, A","FERRARA, EC",0
"LANDSMAN, WB","STECHER, TP",1
"EICHELBERGER, AC","CUNNINGHAM, SJ",0
"KIRSHNER, R","MADORE, B",0
"YOSHIDA, A","GIBLIN, TW",0
"HODGE, PW","REHNER, DM",0
"FRANSSON, C","SCHWARZ, G",0
"NATARAJAN, P","BOYLE, B",0
"SWEIGART, AV","BOHLIN, RC",1
"SEITZ, S","KRUSE, G",0
"MAOZ, D","GOAD, M",1
"BENNETT, CL","FIXSEN, DJ",1
"COLLINS, CA","FAIRALL, AP",0
"BLANK, B","OESCHLER, H",1
"NICHOL, BHR","SAVINE, C",0
"ISHISAKI, Y","YAMASAKI, NY",0
"SHELUS, PJ","CORNELL, D",1
"PIRO, L","KISHIMOTO, N",0
"SMAIL, I","YOUNG, AJ",0
"YAMAMOTO, Y","SUZUKI, A",0
"BRIGGS, MS","KOSHUT, T",0
"BUTNER, HM","THOMPSON, RI",0
"PIETSCH, W","HUNLEY, J",0
"TASHIRO, M","SAKO, T",0
"BLANCHARD, A","FERGUSON, H",0
"MATTEUZZI, A","FUSCOFEMIANO, R",0
"LAMBERT, DL","DECIN, L",0
"VIETRI, M","MORELLI, E",0
"GLAZEBROOK, K","JENKINS, TVCA",0
"WILKINSON, PN","SMALL, TA",0
"BOEHNHARDT, H","GOODRICH, R",0
"FRANCESCHINI, A","SALUCCI, P",1
"KRAUTTER, J","JELINSKY, P",0
"KUIPER, L","FIUME, PSDD",0
"PERRI, M","RICCI, R",0
"MUTCHLER, M","STATHAKIS, R",0
"GREINER, J","ROBINSON, A",0
"HAARLEM, MPV","PEN, UL",0
"ROWELL, GP","VALENTINI, G",0
"HALPERN, J","SHAPLEY, A",0
"BURENKOV, AN","KRAEMER, SB",0
"CARLSTROM, JE","DAVID, LP",0
"EFSTATHIOU, G","VERDE, L",0
"KOVAC, J","TUCKER, GS",0
"GANDOLFI, G","ROBINSON, C",0
"PISANI, A","SHAPOVALOVA, AI",0
"FRANX, M","FRAIL, DA",0
"GALLI, MR","SARACCO, P",0
"SCODEGGIO, M","SLIJKHUIS, R",1
"MATHESON, T","HERGENROTHER, C",0
"FUCHS, B","LEINERT, C",0
"NICASTRO, L","WILLIAMS, G",0
"MASETTI, N","GAETZ, TJ",0
"TINGAY, SJ","HO, PTP",0
"CATANESE, MA","SOKOLSKY, P",0
"WILKES, BJ","ILLINGWORTH, GD",0
"DICKINSON, ME","MARSHALL, S",0
"GRILLMAIR, CJ","VANDEHEI, T",0
"LEWIN, WHG","HASWELL, CA",0
"CIARDULLO, R","KURTZ, DW",0
"FABER, SM","SERGEEVA, EA",0
"MALKAN, MA","LEIBOWITZ, E",0
"ISHIMARU, Y","IYOMOTO, N",0
"MATTEUCCI, F","MARASCHI, L",0
"WILLIAMS, TB","MELLO, DFD",0
"TYSON, JA","THORSTENSEN, JR",0
"HUCK, H","NUSSINOV, S",1
"GHISELLINI, G","RICCI, D",0
"SWANK, J","KIPPEN, R",0
"YAMAMOTO, Y","OSONE, S",0
"KRISCIUNAS, K","KIRSHNER, RP",0
"BOND, IA","SUGIYAMA, T",0
"GAIDOS, J","NESCI, R",0
"SAHA, A","GRAHAM, JA",1
"SMITH, DM","ROTHSCHILD, RR",0
"DAVIS, M","FIGER, DF",0
"AL, E","GORDON, KD",0
"GIOVANNINI, G","PIAN, E",0
"GALLART, C","MAZA, J",0
"FEVRE, OL","SAWICKI, M",0
"TORRES, DF","NOVATI, SC",0
"GRANDI, P","LUMB, D",0
"TEGMARK, M","DORWART, WB",0
"MCENERY, JE","FINLEY, JP",1
"ISRAEL, GL","VRBA, F",0
"NEWBERG, HJM","FESEN, RA",0
"SCARAMELLA, R","RODEN, J",0
"MARSHALL, FE","VREESWIJK, PM",0
"HIBBARD, J","PHELPS, R",0
"BELLONI, T","MAO, S",0
"MINEO, T","LING, JC",0
"FRONTERA, F","BERGER, E",0
"FILIPPENKO, AV","CARSWELL, RF",0
"PIAN, E","KISHIMOTO, N",0
"COLE, S","GRAINGE, K",0
"BASSANI, L","LIPKIN, Y",0
"KIKUCHI, K","NISHIJIMA, K",0
"ANDREON, S","MEEGAN, C",0
"POGGE, RW","STUTZ, A",0
"IWAMOTO, K","KLOSE, S",0
"CONNAUGHTON, V","HERMSEN, W",0
"KRISHNAMURTHI, A","SEEDS, JTHMA",1
"MARSHALL, SL","CASERTANO, S",0
"WURTZ, R","YADAV, RKS",0
"BAND, D","RICHARDSON, GA",0
"YAKOVLEV, DG","FERGUSON, JW",0
"PALLA, F","BRAUHER, JR",0
"PATAT, F","GREEN, SF",0
"PARADIJS, JV","CHAFFEE, FH",0
"MUELLER, V","LANDY, SD",1
"MCTIERNAN, J","FERRIN, I",0
"FIORE, F","SERGEEVA, EA",0
"PIRO, L","GONZALEZ, JF",1
"MASON, KO","AUGUSTO, P",0
"GEBALLE, TR","BHATTACHARYA, D",1
"TURATTO, M","BALAM, D",0
"TAYLOR, A","SURACE, C",0
"POUTANEN, J","PIZZICHINI, G",0
"STUBBS, CW","IRWIN, M",0
"LIRA, P","FORD, H",0
"FILIPPENKO, AV","GILMOZZI, R",0
"PACIESAS, WS","SOFFITTA, P",0
"OOSTERBROEK, T","FABBIANO, P",0
"FILIPPENKO, AV","JR, REAO",0
"SCHMIDT, BP","BAKER, J",0
"BELLONI, T","HENZE, W",0
"TONRY, JL","RAPPOPORT, S",0
"ALLER, MF","LIGHTFOOT, JF",0
"BOND, HE","GONZALEZ, JF",0
"SAHU, K","LABANTI, C",0
"WEBB, JK","SILK, J",0
"FESTIN, L","FOCKENBROCK, R",0
"EDVARDSSON, B","PANDEY, G",0
"WOAN, G","BOUGERET, JL",1
"HEGGIE, DC","VERBUNT, F",0
"WALTON, NA","RHOADS, J",0
"EFSTATHIOU, G","WINDHORST, RA",0
"TREWHELLA, M","GONZALEZALFONSO, E",0
"EPCHTEIN, N","FEAST, MW",0
"KERNAN, PJ","GUENTHER, DB",0
"KRISS, GA","CELOTTI, A",0
"MURAKI, Y","NAMIKI, M",0
"GIOIA, IM","HAARDT, F",0
"KNEIB, J","RAWLINGS, S",0
"FERGUSON, D","PORRATA, RA",0
"HALZEN, F","STANEV, T",1
"KOGUT, A","BENSADOUN, M",1
"SASSELOV, DD","GRY, C",0
"NOMOTO, K","AKERLOF, C",0
"SUZUKI, R","NAMIKI, M",0
"OHYAMA, Y","TAKATA, T",1
"CURRIE, DG","GUZMAN, R",0
"BOUVIER, J","BRANDL, B",0
"TURNER, EL","GARNAVICH, PM",0
"TEPLITZ, HI","TURNER, AM",0
"BUTTERWORTH, PS","IBBETSON, P",0
"MELLIER, Y","BORYS, C",0
"RETTER, A","NODA, S",0
"LEISAWITZ, D","MUSHOTZKY, RF",1
"SOIFER, BT","BAHCALL, J",0
"ILINSKII, V","AL, CSE",0
"SAKAI, S","RIZVI, A",0
"WILES, BJ","CRAWFORD, CS",0
"COOK, KH","KILMARTIN, PM",1
"HARTMANN, L","BALACHANDRAN, S",0
"DJORGOVSKI, SG","PECCI, FF",1
"STRAUSS, MA","ILLINGWORTH, GD",0
"RICHSTONE, DO","TUCKER, W",0
"FALCO, E","ROSENZWEIG, P",0
"FISHMAN, J","GOLENETSKII, S",0
"BERTELLI, G","MACRI, L",0
"DICKINSON, M","SUBBARAO, MU",1
"WOLSZCZAN, A","KUNZL, T",0
"DICKINSON, ME","MORRIS, SL",0
"BARR, P","DELANEY, M",0
"NICASTRO, F","FOCKENBROCK, R",0
"MAGAIN, P","SCARAMELLA, R",0
"GOULD, A","FRENK, CS",0
"KOSHUT, T","CIOLO, LD",0
"FILIPPENKO, AV","GRUPPIONI, C",0
"OTANI, C","COLLABORATION, TBCTS",0
"PAUL, J","TEREKHOV, O",0
"FRONTERA, F","BAZZANO, A",0
"LEWIN, W","STELLA, L",0
"HARRISON, F","GOMER, R",0
"PATTON, DR","LIDMAN, C",0
"CORTINA, J","HORNS, D",1
"GEHRELS, N","GROVE, JE",1
"GWINN, CR","PHILLIPS, CJ",0
"DANZIGER, JI","BENETTI, S",0
"IWAMOTO, K","SMARTT, S",0
"RAWSON, D","STEFANIK, R",0
"PHILLIPS, MM","KORANYI, D",0
"TEGMARK, M","GUO, H",0
"HJORTH, J","OFEK, EO",0
"REYNOLDS, CS","AKIYAMA, M",0
"CHARDIN, G","GASCON, J",1
"GANGA, K","SEIFFERT, MD",1
"RODGERS, AW","YANAGISAWA, T",1
"FRUCHTER, A","PAREDES, G",0
"SAMUELSON, FW","FRANCESCO, GD",0
"RITIS, RD","SCARPETTA, G",1
"HAYNES, MP","BENDER, R",0
"LEE, MG","KUNKEL, WE",0
"PIZZELLA, A","STROHMAYER, T",0
"GOPALSWAMY, N","DENNISON, B",1
"COSTA, ME","NAN, RD",0
"JESSNER, A","MCKAY, NPF",0
"BOLLER, T","BOATTINI, A",0
"SARGENT, WLW","LIU, S",0
"MORAN, EC","QUIMBY, R",0
"STUBBS, C","COOK, TMCKH",0
"KULKARNI, SR","SWANK, J",0
"LIN, H","ODEWAHN, SC",0
"GIBSON, BK","JONES, DH",1
"VANDERHEI, T","DALAL, N",0
"KAMIONKOWSKI, M","GROSSE, E",0
"PATAT, F","DUNCAN, RS",0
"WILLIAMS, G","MUSSER, J",1
"KORANYI, D","OLSEN, KAG",0
"HOOK, I","NONINO, M",1
"C, M","J, G",1
"ZAVATTINI, G","TELTING, JH",0
"SAKAI, S","POSTMAN, M",0
"WELCH, D","BECKER, AC",1
"DIETRICH, M","BOCHKAREV, NG",1
"MADDOX, SJ","GRAINGE, K",0
"CUSUMANO, G","MACCARONE, GPTMC",0
"KORPELA, EJ","COBB, J",0
"M, MJ","N, B",1
"REYNOLDS, CS","SERLEMITSOS, PJ",0
"THAKKAR, DD","MARLOW, DR",0
"SCOVILLE, NZ","OLIVER, SJ",0
"OLIVER, S","LEBLANC, J",0
"LEWIS, GF","BABUL, A",1
"PREGER, B","FERRIN, I",0
"TURNER, EL","LUBIN, LM",0
"PADOVANI, P","GROVE, JE",0
"BRINKS, E","VIGROUX, L",0
"CHIAPPETTI, L","REYNOLDS, J",0
"MINEO, T","SOKOLOV, VV",0
"BLOEMEN, H","LANTERI, L",0
"COLLEY, WN","GANGA, K",0
"BRUYN, AGD","ROBINSON, A",0
"HAN, M","REHNER, DM",0
"PIEMONTE, A","BARTUNOV, O",0
"PRINCE, TA","GOGUS, E",0
"DJORGOVSKI, SG","PIOTTO, G",1
"BREMER, MAR","LAAN, HVD",0
"BUS, SJ","MORGAN, ND",0
"HARMON, BA","PAERELS, F",0
"MEI, S","LANGE, AE",0
"STRAUSS, MA","HARDING, P",0
"ROETTIGER, K","BHAVSAR, SP",0
"MCMAHON, RG","SRIANAND, R",0
"ELLIS, RS","CONNER, SR",0
"NILSSON, K","BUTLER, RC",0
"PRIETO, MA","DADINA, M",0
"RAUTERBERG, G","SAMORSKI, M",1
"CROOM, SM","BESSELL, MS",0
"GUAINAZZI, M","BONNETBIDAUD, JM",1
"MOORWOOD, AFM","RAND, RJ",0
"BOLLER, T","DICOCCO, G",0
"CALDWELL, N","HOGAN, CJ",0
"COCCO, GD","BARBIELLINI, G",1
"HECKMAN, TM","MAIOLINO, R",0
"VISHNIAC, ET","LEE, HM",0
"BUTLER, RC","COLLINA, P",0
"ELVIS, M","KUNKEL, M",0
"MIHARA, T","TAKAHARA, F",0
"SMITH, P","MURPHY, RJ",0
"DOWNES, D","FRIACA, A",0
"SALUCCI, P","PEROLA, C",0
"ZAMORANI, G","LUTZ, D",0
"BECKMAN, JE","LAINE, S",0
"MURPHY, DW","GARRETT, MA",0
"ELLIS, RS","CAPPI, A",0
"SEMPERE, MJ","MEHRINGER, D",0
"KULKARNI, S","GOLDSTEN, J",1
"PATAT, F","MASUDA, K",0
"HARMON, BA","MATZ, S",0
"JACOBY, G","MCCRAY, R",0
"DICKINSON, M","STORNELLI, M",0
"DALTON, G","WARD, MJ",0
"STRONG, A","STRONG, AW",0
"BOND, IH","SINNIS, G",0
"DOKKUM, PGV","MULLER, JM",0
"AL, E","ZEHAVI, I",0
"ARCHIBALD, E","MANN, RG",0
"MIHARA, T","VIGNALI, C",0
"CHIABERGE, M","BUCKLEY, JH",0
"JAUNSEN, AO","OOSTERBROEK, T",0
"MEEGAN, C","BLOCH, J",0
"GOUSSARD, J","GONDEKROSINSKA, D",0
"HUCHRA, JP","AVILES, R",0
"RICHSTONE, D","HAMUY, M",0
"MAZZEI, P","HU, E",0
"TYSON, ND","KLEMOLA, A",0
"SLAVIN, J","LONG, KS",0
"SILVOTTI, R","DREIZLER, S",1
"MOLENDI, S","KUNKEL, M",0
"BECKWITH, SVW","HIPPELEIN, H",1
"SQUIRES, G","PIRANOMONTE, S",0
"JANNUZI, BT","WIERINGA, MH",0
"DICKINSON, M","LONGO, F",0
"CECIL, F","SUROWIEC, A",0
"FRAIL, DA","POLATIDIS, AG",0
"NAKAMURA, T","FISHMAN, GJ",0
"BOYLE, BJ","ELVIS, M",1
"STEWART, GC","FIORE, F",0
"NISHIMURA, J","KIDD, MJ",0
"BURROWS, A","KIRKPATRICK, JD",1
"BOUCHET, FR","SAUNDERS, W",0
"KELSON, DD","VREESWIJK, PM",0
"BAGLA, JS","FEROCI, M",0
"BODO, G","ZURLO, N",0
"VALINIA, A","PIERCE, D",0
"MIYAJI, T","CARBALLO, R",0
"GEBALLE, TR","KOERNER, D",0
"LEE, BC","ROMERO, L",0
"MADAU, P","SAHA, A",0
"KULKARNI, SR","SPYROMILIO, J",0
"GUAINAZZI, M","FERRARA, EC",0
"MIHOS, C","IMPEY, C",0
"WILDT, PD","KIRKPATRICK, D",0
"MURAISHI, H","GRAY, J",0
"PETTINI, M","DEY, A",0
"MOTOKI, M","ENGOVATOV, D",0
"GRAHAM, JR","SARGENT, WLW",0
"COHEN, JG","BREMER, M",1
"GUZZO, L","TOKARZ, S",0
"SIMARD, L","FREEDMAN, WL",0
"COSTAMANTE, L","SCALTRITI, F",0
"JACKSON, PD","ODEGARD, N",0
"BONNELL, JT","SMITH, DA",0
"MAZETS, E","CENTURION, M",0
"BURDETT, AM","BRESLIN, WCAC",1
"REPHAELI, Y","CUSUMANO, G",0
"LAZZATI, D","MORSINK, S",0
"KASPI, S","WATSON, TK",0
"HERAUDEAU, P","FLORES, H",0
"HESTER, JJ","CROTTS, A",1
"S, Z","R, M",1
"EFSTATHIOU, GP","CHAPMAN, SC",0
"TAGLIAFERRI, G","COSTAMANTE, L",1
"MCTIERNAN, J","HILLS, J",0
"SUZUKI, R","YANAGITA, S",1
"VRBA, F","JAMES, DM",0
"PAGLIARO, A","VANSPEYBROECK, L",1
"CRAMPTON, D","PRICE, I",0
"STAVELEYSMITH, L","HUGHES, HKPSMG",0
"GROOM, DE","GALAMA, TJ",0
"PETRY, C","GISLER, G",0
"FREUDENREICH, HT","BENFORD, DJ",0
"MACCACARO, T","CAVALLONE, M",0
"PACIESAS, WS","REUTER, HP",0
"JONES, LR","SCHMOLT, I",0
"STAIRS, IH","GEPPERT, U",0
"SALUCCI, P","BUSON, LM",0
"RIESS, A","CHEVALIER, R",0
"HANLON, L","BOUCHET, F",0
"MASETTI, N","WANAJO, S",0
"RAWLINGS, S","TACCONI, LJ",0
"DAVIS, M","OCONNELL, RW",0
"LAMB, DQ","POOLEY, G",0
"BOYLE, BJ","HARMON, A",0
"MINNITI, TMCD","YOSHIZAWA, M",0
"HEIDT, J","GUARNIERI, A",1
"BALUCINSKACHURCH, M","APTEKAR, R",0
"PANDEY, AK","LEWIS, IJ",0
"KIRHAKOS, S","PEDLAR, A",0
"GLASS, IS","FRANCA, FL",0
"EALES, S","GOROSABEL, J",0
"BROADHURST, T","SINGLETON, C",0
"LUPPINO, GA","SEABORNE, MD",0
"PRATT, MR","REID, M",1
"PETERSON, BM","CRENSHAW, VJDM",0
"GROVE, JE","MARSCHER, AP",0
"BUCKLEY, J","GILLANDERS, GH",0
"FAN, X","LIN, T",1
"YU, W","HARRISON, F",0
"SMITH, P","MALOZZI, E",0
"KULKARNI, SR","LIANG, EP",0
"PORETTI, E","ZERBI, FM",1
"VAUGHAN, B","KULKARNI, S",0
"GERIN, M","BOREIKO, RT",1
"LEE, J","DEY, A",0
"ONG, R","BERLEY, D",0
"SMETTE, A","HOLBERG, JB",0
"HEAVENS, AF","SCHMOLT, I",0
"BARTHELMY, SD","APTEKAR, R",0
"CHIAPPETTI, L","POLCARO, VF",0
"FREEMAN, KC","T, MH",1
"GUAINAZZI, M","STAIRS, IH",0
"BENETTI, S","ACEVEDO, MT",0
"BIONTA, RM","MUFFSON, S",0
"CHATY, S","FERNADES, AJL",0
"BRADBURY, SM","RICCI, D",0
"MORALES, J","VASENKO, AA",1
"YOSHII, Y","HARDING, P",0
"HARFST, S","DANKS, A",1
"MATSUBARA, Y","MATSUOKA, Y",1
"MERIGHI, R","VALLSGABAUD, D",0
"GEBALLE, TR","TINNEY, C",1
"SAVAGLIO, S","YAN, L",0
"NAKAMURA, T","SIEBERT, J",0
"FEROCI, M","TREU, T",0
"NEIZVESTNY, S","GRUBER, R",0
"HOUDEK, G","VISKUM, M",0
"KABE, S","OSAKI, T",0
"ROLFS, C","BOGAERT, G",1
"QUINN, J","RUMSEY, NJ",0
"RAMATY, R","SPITE, F",0
"FORD, LA","DAVIES, JK",0
"ODEWAHN, SC","FRASCATI, E",0
"VALINIA, A","FABIAN, A",0
"ONO, T","HASHIMOTO, O",1
"A, PS","N, BA",1
"SAHU, KC","VETTOLANI, AG",0
"JAUNSEN, AO","FRUCHTER, AS",0
"STEFANO, PD","MIRAMONTI, L",1
"MOLENDI, S","YAQOOB, T",0
"WEYMANN, RJ","WHITE, RL",0
"SAKO, T","MINAGAWA, T",0
"POOLEY, G","WILLNER, SP",0
"MICOL, A","WOODGATE, BE",1
"DRIVER, SP","BOND, IA",0
"ARMUS, L","IWAMOTO, K",0
"HUGHES, SMG","RINES, K",0
"DUPIN, JP","LIANG, SG",0
"CELOTTI, A","RYAN, J",0
"MALKAN, M","YAQOOB, T",0
"RIESS, A","SEBO, K",0
"SORDO, SD","GIOVANNELLI, F",0
"FRISCH, PC","ZANK, GP",1
"COLLINS, CA","MCGOWAN, KE",0
"BENITEZ, N","PAHRE, MA",0
"FRAIL, DA","GAL, RR",1
"LAROS, J","CATELLI, JR",0
"LEIBUNDGUT, B","GIANNUZZO, E",0
"FRANCESCHINI, A","PARMAR, AN",0
"ALLER, HAM","VACANTI, G",0
"RYDER, S","HAKKILA, J",0
"HIGDON, JL","HIGDON, J",0
"LOUP, C","GUGLIELMO, F",1
"GANGA, K","HALPERN, M",0
"MAO, S","POGGE, RW",0
"MEEGAN, C","MAZETS, E",0
"SHARPLES, RM","BENSON, AJ",0
"MIKHEEVA, EV","ARKHIPOVA, NA",1
"MARSHALL, F","EMMET, W",0
"HARRIS, K","LEONOR, I",0
"SUMMERS, FJ","SCHMIDT, M",0
"ILINSKII, V","FREDERIKS, DD",0
"NORIEGACRESPO, A","ENGEL, A",0
"MUCKE, A","KNIFFEN, DA",1
"DIJK, RV","PURCELL, W",1
"TAFFARELLO, L","MINENKOV, Y",1
"BASSANI, L","PREGER, B",0
"LEE, HK","ISRAELIAN, G",1
"RAY, PS","BRESLIN, AC",0
"EISENHARDT, PR","RAMAPRAKASH, AN",0
"MARKWARDT, CB","ROWELL, GP",0
"INOUE, H","IYE, M",0
"TRESSE, L","MCMAHON, R",0
"ZAGGIA, SR","CIARCELLUTI, P",0
"MELNICK, G","HARVEY, V",1
"DORMAN, B","GRADY, J",0
"JOHNSON, WW","SLUIJK, TGBW",0
"MORI, M","KAWAKAMI, S",0
"BRANDT, WN","MACCACARO, T",0
"GRIFFITHS, RE","KELSON, DD",0
"KAWARA, K","NAGAO, T",0
"BRERAMERATE, IOAD","FALOMO, R",0
"PATEL, S","VRTILEK, J",1
"FRONTERA, F","MALAGUTI, P",0
"BROWN, L","SPEER, J",0
"BERGERON, P","VERBUNT, FWM",0
"PATAT, F","WILDT, PD",1
"NEWBERG, HJM","WEI, JY",0
"BENNETT, DP","ELLISON, SL",0
"VENTURI, T","TRUSSONI, E",0
"BLANCO, P","KLOSE, S",0
"LEMKE, D","BOUCHET, F",1
"OLIVER, S","BOCK, JJ",0
"PRATT, MR","TURATTO, M",0
"CHEVALIER, RA","OPPENHEIMER, B",0
"ZIJLSTRA, AA","MARSON, RG",1
"VANDERRIEST, C","PEREZ, AM",0
"YUN, MS","ANDERS, S",0
"DJORGOVSKI, SG","ROBERTS, MD",0
"PIERRE, M","CAMPUSANO, L",0
"STROHMAYER, TE","BLOOM, J",0
"PAHRE, MA","DJORGOVSKI, SG",1
"HEYL, JS","PRINCE, T",0
"ZHAO, P","FIORE, F",0
"AKERLOF, C","TELTING, J",0
"QUINN, PJ","MADAU, P",0
"JOHNSON, RA","DOUBLIER, V",0
"MCKERNAN, B","MILLER, RS",0
"BARTOLINI, C","OWENS, A",0
"DONAHUE, M","DAVID, LP",0
"PANAGIA, N","PIRO, L",0
"COSTA, ME","FUJISAWA, K",0
"STRAUSS, MA","BEASLEY, M",0
"ZAND, JIT","SOFFITA, P",0
"SATO, Y","WEI, JY",0
"DIAZ, AI","JIMENEZVICENTE, J",0
"KRISTEN, H","ROSA, AD",0
"RODGERS, AW","BALAM, D",0
"MATEO, M","WELLS, LA",0
"BAUMGARTNER, WH","KOSHUT, TM",0
"COCHRAN, AL","STERN, SA",1
"AXON, DJ","OLIVA, E",0
"BANKS, T","KING, L",0
"STROHMAYER, TE","SORDO, SD",0
"BONNET, H","ANTONUCCI, R",0
"FRIED, JW","YANAGITA, S",0
"ARAGONSALAMANCA, A","OUCHI, M",0
"OCONNELL, RW","LINSKY, J",0
"LIU, MC","KOEHLER, T",0
"KOMMERS, JM","KOMMERS, J",0
"PARK, HS","FREEMAN, K",0
"HOOK, IM","NEWBERG, H",0
"SCOPEL, S","OSETROV, SB",1
"BERGERON, LE","MURPHY, RJ",0
"MAZZALI, PA","CAVALLONE, M",0
"LAMBAS, DG","ABADI, MG",1
"HERMSEN, W","MAHONEY, WA",0
"MCGAUGH, S","IRWIN, MJ",0
"FOING, BH","CATALA, C",1
"VANGIONIFLAM, E","KOZLOVSKY, B",0
"NUGENT, P","BAKER, A",0
"COLBERT, EJM","NANDRA, K",0
"BROCK, M","HANLON, LO",0
"KIM, AG","BARGER, AJ",0
"FREUDLING, W","SCHARF, CA",0
"KUNKEL, M","KOLLGAARD, R",1
"TRUMPER, J","REIPRICH, TH",0
"BROWNE, IWA","CARTWRIGHT, JK",0
"THOMPSON, D","PARMAR, A",0
"CARAVEO, P","FOSTER, MJ",0
"VOGES, W","SAKURAZAWA, K",0
"BUNKER, AJ","ROWANROBINSON, M",0
"LEHNER, MJ","DOMINIK, M",0
"RYDER, S","IBBETSON, P",0
"SQUIRES, G","HAN, M",0
"MAEHOENEN, P","TERASRANTA, H",0
"MORARU, D","IANNA, P",0
"FUKAZAWA, Y","WILMAN, RJ",0
"SCHROEDER, A","KILBORN, V",0
"DICKINSON, MR","OSBORNE, JL",1
"TAVANI, M","PURCELL, W",1
"FORD, HC","GOLDADER, J",0
"TRUEMPER, J","ASCHENBACH, B",1
"GUIDERDONI, B","KEEBLE, O",0
"PAHRE, MA","DOKKUM, PGV",0
"KIRSHNER, RP","BUNCLARK, P",0
"MUSHOTZKY, RF","FRAIL, DA",0
"PEREZ, E","ARETXAGA, I",0
"DADINA, M","LIPKIN, Y",0
"MIZUTANI, K","HOLDER, J",0
"GALLIMORE, JF","LEHNERT, MD",1
"TERNDRUP, DM","MORRISON, HL",1
"DEUTSCH, EW","ROBINSON, CR",0
"WATASE, Y","TSAI, C",1
"LEWIN, W","ROSCHERR, B",0
"HAARDT, F","LAZZATI, D",1
"KIM, YC","GARNAVICH, P",0
"BARTLETT, JG","GUERIN, J",0
"GORDO, JB","LEBOHEC, S",0
"TERAESRANTA, H","BENLLOCH, S",1
"BARLOW, TA","NETZER, H",0
"AXELROD, TS","HAYASHI, Y",0
"ZAVATTINI, G","RAITERI, CM",0
"BLOOM, JS","HAILEY, CJ",0
"LO, KY","CESARSKY, C",0
"LUBIN, LM","FABRICANT, DG",0
"CHARBONNEAU, D","PEPE, F",1
"GIARRUSSO, S","POLCARO, VF",0
"POOLEY, GG","ZHANG, W",0
"BENNETT, K","STACY, JG",1
"FRAIL, DA","SAMBRUNA, R",0
"CRISTIANI, S","OLSEN, L",0
"PEACOCK, J","SCHILKE, P",1
"R, F","RICH, J",0
"WAMSTEKER, W","SOFFITTA, P",0
"BERNARDIS, PD","LEMKE, D",0
"MIZUMOTO, Y","YUKI, A",1
"HOGG, DW","STANEK, KZ",0
"SMETTE, A","AL, CKE",0
"HEAP, S","VINK, JS",0
"CAPPI, M","MAZZOLENI, F",0
"LACY, M","METZGER, M",0
"DJORGOVSKI, SG","SHAVER, PA",0
"PARMAR, A","MACCHETTO, D",0
"CHURAZOV, E","CLARET, A",0
"YOSHII, Y","NISHIMURA, J",0
"SELLGREN, K","LUHMAN, KL",0
"QUINN, PJ","BARSTOW, MA",0
"SANTOLAMAZZA, P","ZINN, R",0
"MOULD, J","KIRKPATRICK, D",0
"BAZZANO, A","LEIBOWITZ, E",0
"LEE, JC","ZOU, ZL",0
"LEHAR, J","MEHLERT, D",0
"MURAISHI, H","PIERSIMONI, A",0
"HOLTEN, JWV","TERENZI, R",0
"FINLEY, J","FERRARA, EC",0
"ZOTTI, GD","HERAUDEAU, P",0
"FRANX, M","LEHNERT, MD",0
"WAMBSGANSS, J","GOTT, JR",1
"DANZIGER, J","MANNUCCI, F",0
"RATTENBURY, NJ","DANN, J",0
"KING, AR","OOSTERBROEK, T",0
